jnr,type_idx,type_name,bw_hz,fc_hz,is_jamming
-10,0,SingleTone,500.0,28611.353601790208,1
-10,0,SingleTone,500.0,-62780.620117914616,1
-10,0,SingleTone,500.0,-18927.74414667316,1
-10,0,SingleTone,500.0,59400.22910968904,1
-10,0,SingleTone,500.0,-59618.58818635935,1
-10,0,SingleTone,500.0,41552.97573663041,1
-10,0,SingleTone,500.0,-18049.22514402413,1
-10,0,SingleTone,500.0,18803.49639003497,1
-10,0,SingleTone,500.0,-73835.22858544491,1
-10,0,SingleTone,500.0,44128.48214234477,1
-10,0,SingleTone,500.0,-36702.86857097296,1
-10,0,SingleTone,500.0,-22798.98877338656,1
-10,0,SingleTone,500.0,22361.825015384355,1
-10,0,SingleTone,500.0,-36966.644272158555,1
-10,0,SingleTone,500.0,27342.19240822483,1
-10,0,SingleTone,500.0,62523.3137536869,1
-10,0,SingleTone,500.0,-9702.125982669204,1
-10,0,SingleTone,500.0,-39909.309925822665,1
-10,0,SingleTone,500.0,11078.663802015799,1
-10,0,SingleTone,500.0,867.4232111684105,1
-10,0,SingleTone,500.0,18918.82630801208,1
-10,0,SingleTone,500.0,-33496.780657633535,1
-10,0,SingleTone,500.0,-39031.682836038315,1
-10,0,SingleTone,500.0,44388.3522620337,1
-10,0,SingleTone,500.0,56249.64805796137,1
-10,0,SingleTone,500.0,-68419.84147123896,1
-10,0,SingleTone,500.0,-27201.281940061905,1
-10,0,SingleTone,500.0,-41553.461366321055,1
-10,0,SingleTone,500.0,65329.11180232995,1
-10,0,SingleTone,500.0,7638.300574380744,1
-10,0,SingleTone,500.0,70505.89687096348,1
-10,0,SingleTone,500.0,67637.85041161207,1
-10,0,SingleTone,500.0,6564.673191226553,1
-10,0,SingleTone,500.0,-53003.67335983626,1
-10,0,SingleTone,500.0,9109.880224480847,1
-10,0,SingleTone,500.0,-61905.03907721281,1
-10,0,SingleTone,500.0,-43741.755306004525,1
-10,0,SingleTone,500.0,21121.32335430078,1
-10,0,SingleTone,500.0,42554.40721246776,1
-10,0,SingleTone,500.0,-22083.847736745025,1
-10,0,SingleTone,500.0,-58016.00749629701,1
-10,0,SingleTone,500.0,71897.40402592893,1
-10,0,SingleTone,500.0,404.7665376287041,1
-10,0,SingleTone,500.0,37694.18856614367,1
-10,0,SingleTone,500.0,-45373.55355670811,1
-10,0,SingleTone,500.0,28881.875375040618,1
-10,0,SingleTone,500.0,-12417.32038036405,1
-10,0,SingleTone,500.0,-46731.243663083784,1
-10,0,SingleTone,500.0,-17093.38222326772,1
-10,0,SingleTone,500.0,57875.0334144597,1
-10,0,SingleTone,500.0,-19606.77268508581,1
-10,0,SingleTone,500.0,46273.40589542202,1
-10,0,SingleTone,500.0,-52067.21977734237,1
-10,0,SingleTone,500.0,-54142.68769261145,1
-10,0,SingleTone,500.0,-55536.115842689476,1
-10,0,SingleTone,500.0,-74762.32402890657,1
-10,0,SingleTone,500.0,31369.865049718574,1
-10,0,SingleTone,500.0,25230.38491899683,1
-10,0,SingleTone,500.0,-16221.247803791703,1
-10,0,SingleTone,500.0,-40639.16291551374,1
-10,0,SingleTone,500.0,-44921.67880653316,1
-10,0,SingleTone,500.0,53098.66220422517,1
-10,0,SingleTone,500.0,57267.810964085686,1
-10,0,SingleTone,500.0,50557.74438731976,1
-10,0,SingleTone,500.0,48801.65649880974,1
-10,0,SingleTone,500.0,36463.741335656814,1
-10,0,SingleTone,500.0,-2718.6837598851853,1
-10,0,SingleTone,500.0,32513.488990929516,1
-10,0,SingleTone,500.0,20959.74534618789,1
-10,0,SingleTone,500.0,-42637.3412939429,1
-10,0,SingleTone,500.0,41153.706502249974,1
-10,0,SingleTone,500.0,-51625.44665695713,1
-10,0,SingleTone,500.0,-3800.207477668664,1
-10,0,SingleTone,500.0,-42153.53590738821,1
-10,0,SingleTone,500.0,74391.92862202975,1
-10,0,SingleTone,500.0,45085.04270226635,1
-10,0,SingleTone,500.0,-29903.58929884406,1
-10,0,SingleTone,500.0,28416.919696825484,1
-10,0,SingleTone,500.0,-25790.312832162585,1
-10,0,SingleTone,500.0,-3866.7877547263197,1
-10,0,SingleTone,500.0,-25329.831175017265,1
-10,0,SingleTone,500.0,-59815.61620321634,1
-10,0,SingleTone,500.0,-10061.911934713338,1
-10,0,SingleTone,500.0,-9791.644771053427,1
-10,0,SingleTone,500.0,-12387.191070170447,1
-10,0,SingleTone,500.0,-5290.010622494781,1
-10,0,SingleTone,500.0,73498.1135512378,1
-10,0,SingleTone,500.0,-21391.975348551925,1
-10,0,SingleTone,500.0,7726.81560944095,1
-10,0,SingleTone,500.0,74333.30652623274,1
-10,0,SingleTone,500.0,-45418.794603491704,1
-10,0,SingleTone,500.0,-57529.59797402911,1
-10,0,SingleTone,500.0,60375.84610863365,1
-10,0,SingleTone,500.0,13907.776904743048,1
-10,0,SingleTone,500.0,-38224.743423152984,1
-10,0,SingleTone,500.0,-1532.301091655172,1
-10,0,SingleTone,500.0,59922.34924723828,1
-10,0,SingleTone,500.0,-37538.505666280944,1
-10,0,SingleTone,500.0,-63696.82360425878,1
-10,0,SingleTone,500.0,-55953.941479342924,1
-10,0,SingleTone,500.0,36753.484119716086,1
-10,0,SingleTone,500.0,-16595.019335004188,1
-10,0,SingleTone,500.0,-32315.24843931231,1
-10,0,SingleTone,500.0,59946.86721306885,1
-10,0,SingleTone,500.0,6382.731972439084,1
-10,0,SingleTone,500.0,62741.87770726095,1
-10,0,SingleTone,500.0,-29038.346938064213,1
-10,0,SingleTone,500.0,64140.69932239881,1
-10,0,SingleTone,500.0,-31933.34999396198,1
-10,0,SingleTone,500.0,-23171.02430506448,1
-10,0,SingleTone,500.0,-64588.42287735881,1
-10,0,SingleTone,500.0,-69384.29440086408,1
-10,0,SingleTone,500.0,-60087.88625212912,1
-10,0,SingleTone,500.0,-17380.25415142862,1
-10,0,SingleTone,500.0,61210.37924656473,1
-10,0,SingleTone,500.0,-22048.619905454325,1
-10,0,SingleTone,500.0,-35856.818164761615,1
-10,0,SingleTone,500.0,-45004.23176969653,1
-10,0,SingleTone,500.0,61357.83994788534,1
-10,0,SingleTone,500.0,-62705.4480326992,1
-10,0,SingleTone,500.0,24603.08001564452,1
-10,0,SingleTone,500.0,-31264.145623568904,1
-10,0,SingleTone,500.0,-11367.146817699744,1
-10,0,SingleTone,500.0,-8893.888556738471,1
-10,0,SingleTone,500.0,-38482.23542408007,1
-10,0,SingleTone,500.0,-53573.02028617244,1
-10,0,SingleTone,500.0,-28693.903506652518,1
-10,0,SingleTone,500.0,-19170.787174149365,1
-10,0,SingleTone,500.0,3633.834402332999,1
-10,0,SingleTone,500.0,57235.811684027285,1
-10,0,SingleTone,500.0,-4854.603457889767,1
-10,0,SingleTone,500.0,13859.596026644926,1
-10,0,SingleTone,500.0,-28347.73791641736,1
-10,0,SingleTone,500.0,64992.04819983331,1
-10,0,SingleTone,500.0,19040.136243080997,1
-10,0,SingleTone,500.0,55530.18245067082,1
-10,0,SingleTone,500.0,-62694.35583359224,1
-10,0,SingleTone,500.0,54684.581538582424,1
-10,0,SingleTone,500.0,16208.877181597461,1
-10,0,SingleTone,500.0,23878.568389027118,1
-10,0,SingleTone,500.0,67233.81089945632,1
-10,0,SingleTone,500.0,2618.0488425656367,1
-10,0,SingleTone,500.0,-8841.143485098204,1
-10,0,SingleTone,500.0,65160.1843988387,1
-10,0,SingleTone,500.0,395.90117047504464,1
-10,0,SingleTone,500.0,-29095.165726149695,1
-10,0,SingleTone,500.0,-48583.29665902571,1
-10,0,SingleTone,500.0,-8743.795174912186,1
-10,0,SingleTone,500.0,-2079.8408639076515,1
-10,0,SingleTone,500.0,48048.82147596593,1
-10,0,SingleTone,500.0,58493.70404132831,1
-10,0,SingleTone,500.0,11769.93930149055,1
-10,0,SingleTone,500.0,4381.447672316397,1
-10,0,SingleTone,500.0,-44520.09007274617,1
-10,0,SingleTone,500.0,63779.48204907833,1
-10,0,SingleTone,500.0,-10952.95820366832,1
-10,0,SingleTone,500.0,-55901.79360886209,1
-10,0,SingleTone,500.0,-73825.60584474167,1
-10,0,SingleTone,500.0,-9634.982400678156,1
-10,0,SingleTone,500.0,-51232.51886728365,1
-10,0,SingleTone,500.0,-61598.10502462401,1
-10,0,SingleTone,500.0,57785.39167501684,1
-10,0,SingleTone,500.0,42209.85342209508,1
-10,0,SingleTone,500.0,-45343.28587164389,1
-10,0,SingleTone,500.0,13172.74070165414,1
-10,0,SingleTone,500.0,-51896.85285737777,1
-10,0,SingleTone,500.0,-28632.850972682696,1
-10,0,SingleTone,500.0,-30125.85139815163,1
-10,0,SingleTone,500.0,-71365.66008869496,1
-10,0,SingleTone,500.0,44599.576307546435,1
-10,0,SingleTone,500.0,-22383.142616341574,1
-10,0,SingleTone,500.0,27361.81573702034,1
-10,0,SingleTone,500.0,34574.461472069976,1
-10,0,SingleTone,500.0,-47213.66397291661,1
-10,0,SingleTone,500.0,67968.32396379308,1
-10,0,SingleTone,500.0,73039.7989186002,1
-10,0,SingleTone,500.0,-63139.36658063285,1
-10,0,SingleTone,500.0,-55485.91155003541,1
-10,0,SingleTone,500.0,-33421.13111759284,1
-10,0,SingleTone,500.0,16246.41454391605,1
-10,0,SingleTone,500.0,-24055.376952268947,1
-10,0,SingleTone,500.0,-34826.69854285723,1
-10,0,SingleTone,500.0,17731.995455303986,1
-10,0,SingleTone,500.0,28389.192177644407,1
-10,0,SingleTone,500.0,43123.98069927131,1
-10,0,SingleTone,500.0,-10621.534647290311,1
-10,0,SingleTone,500.0,-54809.97560947158,1
-10,0,SingleTone,500.0,-71868.39920321958,1
-10,0,SingleTone,500.0,45347.838918329435,1
-10,0,SingleTone,500.0,44019.07649282638,1
-10,0,SingleTone,500.0,-60196.61931449984,1
-10,0,SingleTone,500.0,22988.209253476598,1
-10,0,SingleTone,500.0,-55145.53289718467,1
-10,0,SingleTone,500.0,-69642.92205262682,1
-10,0,SingleTone,500.0,-35300.99385319653,1
-10,0,SingleTone,500.0,24098.487999119578,1
-10,0,SingleTone,500.0,-53715.37370378499,1
-10,0,SingleTone,500.0,-70583.61837136366,1
-10,0,SingleTone,500.0,-9343.72716581254,1
-10,0,SingleTone,500.0,-25184.828210338477,1
-10,0,SingleTone,500.0,-53586.98604048249,1
-10,0,SingleTone,500.0,62551.961480549595,1
-10,0,SingleTone,500.0,541.1409507486242,1
-10,0,SingleTone,500.0,10355.283810781359,1
-10,0,SingleTone,500.0,-9855.884073813417,1
-10,0,SingleTone,500.0,-14671.655048017637,1
-10,0,SingleTone,500.0,-27899.391881957272,1
-10,0,SingleTone,500.0,58137.366026866366,1
-10,0,SingleTone,500.0,-43729.58007611518,1
-10,0,SingleTone,500.0,-29595.922603200124,1
-10,0,SingleTone,500.0,44223.869681884724,1
-10,0,SingleTone,500.0,-55417.426442928525,1
-10,0,SingleTone,500.0,-70475.76461505494,1
-10,0,SingleTone,500.0,21865.79983796712,1
-10,0,SingleTone,500.0,7829.126011379762,1
-10,0,SingleTone,500.0,-21186.311405858272,1
-10,0,SingleTone,500.0,-16477.199910065996,1
-10,0,SingleTone,500.0,-41996.43556399477,1
-10,0,SingleTone,500.0,73409.63750979555,1
-10,0,SingleTone,500.0,36541.32085569379,1
-10,0,SingleTone,500.0,20174.58227045364,1
-10,0,SingleTone,500.0,24743.531719152248,1
-10,0,SingleTone,500.0,28792.756554267646,1
-10,0,SingleTone,500.0,20995.685649590057,1
-10,0,SingleTone,500.0,-67978.33730334173,1
-10,0,SingleTone,500.0,51224.814342839265,1
-10,0,SingleTone,500.0,54786.389607604084,1
-10,0,SingleTone,500.0,-16613.00103623788,1
-10,0,SingleTone,500.0,46167.56885141472,1
-10,0,SingleTone,500.0,19246.250244463314,1
-10,0,SingleTone,500.0,-28782.882760412125,1
-10,0,SingleTone,500.0,5086.395754817437,1
-10,0,SingleTone,500.0,-12316.711687738156,1
-10,0,SingleTone,500.0,-74409.47750518938,1
-10,0,SingleTone,500.0,-58575.25060858451,1
-10,0,SingleTone,500.0,14103.197280747234,1
-10,0,SingleTone,500.0,51002.48908858017,1
-10,0,SingleTone,500.0,-71729.75776400624,1
-10,0,SingleTone,500.0,43124.31176816551,1
-10,0,SingleTone,500.0,-39317.057422593825,1
-10,0,SingleTone,500.0,35602.38872081526,1
-10,0,SingleTone,500.0,-72902.03358471382,1
-10,0,SingleTone,500.0,-49027.707515579365,1
-10,0,SingleTone,500.0,15449.550692270437,1
-10,0,SingleTone,500.0,37848.53299388454,1
-10,0,SingleTone,500.0,-65928.53689306445,1
-10,0,SingleTone,500.0,16074.862498293267,1
-10,0,SingleTone,500.0,2466.027697170837,1
-10,0,SingleTone,500.0,-60471.37859984778,1
-10,0,SingleTone,500.0,-34035.932710672394,1
-10,0,SingleTone,500.0,-23474.443540472123,1
-10,0,SingleTone,500.0,66774.30905449248,1
-10,0,SingleTone,500.0,-1996.1069508582877,1
-10,0,SingleTone,500.0,-11763.573536331285,1
-10,0,SingleTone,500.0,63733.412656258355,1
-10,0,SingleTone,500.0,51642.31565096736,1
-10,0,SingleTone,500.0,-51332.85684120745,1
-10,0,SingleTone,500.0,39520.91461914824,1
-10,0,SingleTone,500.0,64376.38740054349,1
-10,0,SingleTone,500.0,17026.70349847924,1
-10,0,SingleTone,500.0,-40354.80843609856,1
-10,0,SingleTone,500.0,-14928.810688097328,1
-10,0,SingleTone,500.0,23578.674690694374,1
-10,0,SingleTone,500.0,-70281.55949580285,1
-10,0,SingleTone,500.0,-20298.626183708453,1
-10,0,SingleTone,500.0,3815.950872587171,1
-10,0,SingleTone,500.0,64706.987338133535,1
-10,0,SingleTone,500.0,28554.036803354975,1
-10,0,SingleTone,500.0,-51163.516095827355,1
-10,0,SingleTone,500.0,21159.894623642263,1
-10,0,SingleTone,500.0,8310.286613572956,1
-10,0,SingleTone,500.0,-58464.511209689415,1
-10,0,SingleTone,500.0,-13144.819984113907,1
-10,0,SingleTone,500.0,-3514.493272484833,1
-10,0,SingleTone,500.0,-64603.48488917892,1
-10,0,SingleTone,500.0,26639.472951426316,1
-10,0,SingleTone,500.0,-18946.37289363632,1
-10,0,SingleTone,500.0,-11998.374068433674,1
-10,0,SingleTone,500.0,27027.575652307496,1
-10,0,SingleTone,500.0,59930.534990490414,1
-10,0,SingleTone,500.0,-74725.44615834969,1
-10,0,SingleTone,500.0,17142.908270568892,1
-10,0,SingleTone,500.0,18461.61663141215,1
-10,0,SingleTone,500.0,-43384.924084080616,1
-10,0,SingleTone,500.0,42654.94645972714,1
-10,0,SingleTone,500.0,23707.457975834623,1
-10,0,SingleTone,500.0,-52913.43434580552,1
-10,0,SingleTone,500.0,-19807.728748308182,1
-10,0,SingleTone,500.0,59113.524566899345,1
-10,0,SingleTone,500.0,31433.815307324345,1
-10,0,SingleTone,500.0,4961.801831393241,1
-10,0,SingleTone,500.0,-34109.01895847779,1
-10,0,SingleTone,500.0,-12500.189863465886,1
-10,0,SingleTone,500.0,-28713.132208273586,1
-10,0,SingleTone,500.0,-21360.631948080227,1
-10,0,SingleTone,500.0,-50077.76877715775,1
-10,0,SingleTone,500.0,-49198.491387302856,1
-10,0,SingleTone,500.0,73744.42632650683,1
-10,0,SingleTone,500.0,39457.62936217764,1
-10,0,SingleTone,500.0,-27970.40145178252,1
-10,0,SingleTone,500.0,26034.026120934577,1
-10,0,SingleTone,500.0,-6252.338555314811,1
-10,0,SingleTone,500.0,-42386.54351572373,1
-10,0,SingleTone,500.0,-20375.057930650415,1
-10,0,SingleTone,500.0,-9952.36375478631,1
-10,0,SingleTone,500.0,19271.607736982623,1
-10,0,SingleTone,500.0,-62450.939136462766,1
-10,0,SingleTone,500.0,-36037.818705332655,1
-10,0,SingleTone,500.0,18271.594586406893,1
-10,0,SingleTone,500.0,-63137.31332278687,1
-10,0,SingleTone,500.0,-72687.08823888906,1
-10,0,SingleTone,500.0,-32933.970847257646,1
-10,0,SingleTone,500.0,-64095.19866620724,1
-10,0,SingleTone,500.0,-54165.60585519926,1
-10,0,SingleTone,500.0,53.20688975043595,1
-10,0,SingleTone,500.0,-773.5859211896459,1
-10,0,SingleTone,500.0,65464.553951622656,1
-10,0,SingleTone,500.0,-17283.013432206542,1
-10,0,SingleTone,500.0,-14187.528607441018,1
-10,0,SingleTone,500.0,-32393.121174420034,1
-10,0,SingleTone,500.0,-36982.385700546474,1
-10,0,SingleTone,500.0,2601.6675056079694,1
-10,0,SingleTone,500.0,69962.9393207755,1
-10,0,SingleTone,500.0,-73548.58013016781,1
-10,0,SingleTone,500.0,-30037.65338804505,1
-10,0,SingleTone,500.0,-30427.188794693175,1
-10,0,SingleTone,500.0,11002.400282200106,1
-10,0,SingleTone,500.0,-22639.92463262861,1
-10,0,SingleTone,500.0,64289.956102883996,1
-10,0,SingleTone,500.0,49000.67568005297,1
-10,0,SingleTone,500.0,-6347.44692863604,1
-10,0,SingleTone,500.0,65802.26559630455,1
-10,0,SingleTone,500.0,23091.98003838795,1
-10,0,SingleTone,500.0,-6021.8798558282,1
-10,0,SingleTone,500.0,-65747.68231027873,1
-10,0,SingleTone,500.0,63211.73618324933,1
-10,0,SingleTone,500.0,70398.35594544603,1
-10,0,SingleTone,500.0,10634.092937481153,1
-10,0,SingleTone,500.0,-64874.40996306549,1
-10,0,SingleTone,500.0,-36125.57761169779,1
-10,0,SingleTone,500.0,-14988.709353030215,1
-10,0,SingleTone,500.0,12263.738024711289,1
-10,0,SingleTone,500.0,-25719.596205258953,1
-10,0,SingleTone,500.0,-456.40972918800253,1
-10,0,SingleTone,500.0,28031.71784525759,1
-10,0,SingleTone,500.0,-25109.322210092767,1
-10,0,SingleTone,500.0,43415.63200875245,1
-10,0,SingleTone,500.0,56275.361573456496,1
-10,0,SingleTone,500.0,-46203.76059721821,1
-10,0,SingleTone,500.0,72026.5643561403,1
-10,0,SingleTone,500.0,69859.74192095819,1
-10,0,SingleTone,500.0,-35825.23551914096,1
-10,0,SingleTone,500.0,-52455.98978756631,1
-10,0,SingleTone,500.0,63875.02902579555,1
-10,0,SingleTone,500.0,-11340.266419216008,1
-10,0,SingleTone,500.0,54810.650951707124,1
-10,0,SingleTone,500.0,-38507.0644786983,1
-10,0,SingleTone,500.0,-50761.001451349555,1
-10,0,SingleTone,500.0,-52903.99868932563,1
-10,0,SingleTone,500.0,-36706.86288661804,1
-10,0,SingleTone,500.0,-42012.38861403778,1
-10,0,SingleTone,500.0,-67090.14134954085,1
-10,0,SingleTone,500.0,-17720.686191262277,1
-10,0,SingleTone,500.0,38877.046205479666,1
-10,0,SingleTone,500.0,43774.300888615704,1
-10,0,SingleTone,500.0,-37695.97617275679,1
-10,0,SingleTone,500.0,12963.19613375573,1
-10,0,SingleTone,500.0,-45703.16592917236,1
-10,0,SingleTone,500.0,228.2119699329196,1
-10,0,SingleTone,500.0,-36986.91231337789,1
-10,0,SingleTone,500.0,-56046.394111191876,1
-10,0,SingleTone,500.0,14657.42615202174,1
-10,0,SingleTone,500.0,-2636.4950536424585,1
-10,0,SingleTone,500.0,8551.426587631533,1
-10,0,SingleTone,500.0,-13059.379035835656,1
-10,0,SingleTone,500.0,49761.787220682556,1
-10,0,SingleTone,500.0,-54702.5457961146,1
-10,0,SingleTone,500.0,64922.70815926578,1
-10,0,SingleTone,500.0,-22710.050191313705,1
-10,0,SingleTone,500.0,-11946.47117696004,1
-10,0,SingleTone,500.0,-11035.31723066535,1
-10,0,SingleTone,500.0,66968.03909011016,1
-10,0,SingleTone,500.0,58193.901449580124,1
-10,0,SingleTone,500.0,48584.46183376749,1
-10,0,SingleTone,500.0,41705.359057663256,1
-10,0,SingleTone,500.0,-49439.58948392428,1
-10,0,SingleTone,500.0,14410.784351611845,1
-10,0,SingleTone,500.0,8951.846069953885,1
-10,0,SingleTone,500.0,47843.73035069989,1
-10,0,SingleTone,500.0,-70773.33129186077,1
-10,0,SingleTone,500.0,15769.365605891755,1
-10,0,SingleTone,500.0,-57228.923032608174,1
-10,0,SingleTone,500.0,-9710.904109788913,1
-10,0,SingleTone,500.0,26973.9698524743,1
-10,0,SingleTone,500.0,-8518.05344082402,1
-10,0,SingleTone,500.0,66760.17751594761,1
-10,0,SingleTone,500.0,-27945.55296725897,1
-10,0,SingleTone,500.0,-27432.371010244802,1
-10,0,SingleTone,500.0,33403.86591294083,1
-10,0,SingleTone,500.0,-11585.894011858203,1
-10,0,SingleTone,500.0,52714.956802216344,1
-10,0,SingleTone,500.0,-65919.31540321278,1
-10,0,SingleTone,500.0,14015.14243994221,1
-10,0,SingleTone,500.0,69825.08199941294,1
-10,0,SingleTone,500.0,42665.44262255746,1
-10,0,SingleTone,500.0,-9890.982472653523,1
-10,0,SingleTone,500.0,-73868.42109061369,1
-10,0,SingleTone,500.0,1289.9281389199023,1
-10,0,SingleTone,500.0,17679.085910195223,1
-10,0,SingleTone,500.0,67501.49981286799,1
-10,0,SingleTone,500.0,-22962.54792942328,1
-10,0,SingleTone,500.0,39253.96767288989,1
-10,0,SingleTone,500.0,-7328.658421348504,1
-10,0,SingleTone,500.0,-12584.242269185983,1
-10,0,SingleTone,500.0,-63397.74223377895,1
-10,0,SingleTone,500.0,30293.61682478417,1
-10,0,SingleTone,500.0,-16078.444013315195,1
-10,0,SingleTone,500.0,-29449.265026681715,1
-10,0,SingleTone,500.0,-68250.86352934058,1
-10,0,SingleTone,500.0,-2166.9494729709695,1
-10,0,SingleTone,500.0,-8908.146641935993,1
-10,0,SingleTone,500.0,-63796.22793184226,1
-10,0,SingleTone,500.0,62283.85850346883,1
-10,0,SingleTone,500.0,-68361.59659422393,1
-10,0,SingleTone,500.0,14703.333973870394,1
-10,0,SingleTone,500.0,57721.90846678309,1
-10,0,SingleTone,500.0,30461.486283928796,1
-10,0,SingleTone,500.0,68713.34571090201,1
-10,0,SingleTone,500.0,55883.82045700906,1
-10,0,SingleTone,500.0,23770.881017472202,1
-10,0,SingleTone,500.0,-4726.667800457653,1
-10,0,SingleTone,500.0,-20139.54119949857,1
-10,0,SingleTone,500.0,-38562.0114625564,1
-10,0,SingleTone,500.0,-37379.670407602236,1
-10,0,SingleTone,500.0,34825.96570540566,1
-10,0,SingleTone,500.0,-46918.99704919536,1
-10,0,SingleTone,500.0,-446.97858017031103,1
-10,0,SingleTone,500.0,-29528.626311900473,1
-10,0,SingleTone,500.0,7915.517613179865,1
-10,0,SingleTone,500.0,-8635.110581436806,1
-10,0,SingleTone,500.0,49868.78064528362,1
-10,0,SingleTone,500.0,-36482.32741473893,1
-10,0,SingleTone,500.0,11120.86924612883,1
-10,0,SingleTone,500.0,7740.647692134022,1
-10,0,SingleTone,500.0,68688.08120923754,1
-10,0,SingleTone,500.0,-27208.120679434563,1
-10,0,SingleTone,500.0,-36126.130616932096,1
-10,0,SingleTone,500.0,46597.92807604828,1
-10,0,SingleTone,500.0,63897.85782651193,1
-10,0,SingleTone,500.0,-33918.48903261838,1
-10,0,SingleTone,500.0,3831.708844332781,1
-10,0,SingleTone,500.0,22257.952972226165,1
-10,0,SingleTone,500.0,36010.345390082686,1
-10,0,SingleTone,500.0,62654.14273995024,1
-10,0,SingleTone,500.0,2137.432177029623,1
-10,0,SingleTone,500.0,-13776.450338848532,1
-10,0,SingleTone,500.0,-31198.959220140117,1
-10,0,SingleTone,500.0,-55343.31460683853,1
-10,0,SingleTone,500.0,15547.667475012291,1
-10,0,SingleTone,500.0,-21862.561041960224,1
-10,0,SingleTone,500.0,66559.1497233951,1
-10,0,SingleTone,500.0,74120.82112007649,1
-10,0,SingleTone,500.0,26275.36713801381,1
-10,0,SingleTone,500.0,68562.87812289165,1
-10,0,SingleTone,500.0,-3689.0470518458897,1
-10,0,SingleTone,500.0,28668.5229526912,1
-10,0,SingleTone,500.0,-21699.566324961976,1
-10,0,SingleTone,500.0,-72314.44726814385,1
-10,0,SingleTone,500.0,-31945.778234550948,1
-10,0,SingleTone,500.0,-1402.2868272426422,1
-10,0,SingleTone,500.0,-3960.684647507398,1
-10,0,SingleTone,500.0,35217.231390577785,1
-10,0,SingleTone,500.0,-70193.7154246979,1
-10,0,SingleTone,500.0,17132.66192482857,1
-10,0,SingleTone,500.0,-22850.597467333137,1
-10,0,SingleTone,500.0,64582.47705691069,1
-10,0,SingleTone,500.0,-62765.11403672213,1
-10,0,SingleTone,500.0,16813.17822881363,1
-10,0,SingleTone,500.0,-60112.85796595009,1
-10,0,SingleTone,500.0,-6089.778466932636,1
